ResumeIndex,ResumeDomain,MatchedJobDomain,Similarity
609,Finance & Accounting,Finance & Accounting,0.67661905
610,Finance & Accounting,Finance & Accounting,0.7346233
611,Finance & Accounting,Finance & Accounting,0.78193307
612,Finance & Accounting,Finance & Accounting,0.671434
613,Finance & Accounting,Finance & Accounting,0.7375407
614,Healthcare,Finance & Accounting,0.6486106
615,Finance & Accounting,Finance & Accounting,0.7397957
616,Creative & Design,Finance & Accounting,0.66480386
617,Finance & Accounting,Finance & Accounting,0.7124272
618,Finance & Accounting,Finance & Accounting,0.7623968
619,Finance & Accounting,Finance & Accounting,0.6990467
620,Healthcare,Finance & Accounting,0.6253554
621,Finance & Accounting,Finance & Accounting,0.70325
622,Finance & Accounting,Finance & Accounting,0.7341126
623,Finance & Accounting,Finance & Accounting,0.6583864
624,Finance & Accounting,Finance & Accounting,0.78305006
625,Finance & Accounting,Finance & Accounting,0.6985745
626,Other Services,Finance & Accounting,0.74968827
627,Finance & Accounting,Finance & Accounting,0.8528864
628,Finance & Accounting,Finance & Accounting,0.82042706
629,Finance & Accounting,Finance & Accounting,0.7376521
630,Creative & Design,Finance & Accounting,0.67816174
631,Finance & Accounting,Finance & Accounting,0.7056519
632,Finance & Accounting,Finance & Accounting,0.65082324
633,Finance & Accounting,Finance & Accounting,0.7174837
634,Finance & Accounting,Finance & Accounting,0.77172357
635,Other Services,Finance & Accounting,0.7739636
636,Creative & Design,Finance & Accounting,0.61299413
637,Finance & Accounting,Finance & Accounting,0.76756144
638,Creative & Design,Finance & Accounting,0.6974257
639,Finance & Accounting,Finance & Accounting,0.83287954
640,Finance & Accounting,Finance & Accounting,0.61779326
641,Finance & Accounting,Finance & Accounting,0.72983146
642,Other Services,Finance & Accounting,0.78465754
643,Finance & Accounting,Finance & Accounting,0.6879605
644,Finance & Accounting,Finance & Accounting,0.75452065
645,Finance & Accounting,Finance & Accounting,0.77904344
646,Finance & Accounting,Finance & Accounting,0.73656774
647,Finance & Accounting,Finance & Accounting,0.6822762
648,Finance & Accounting,Finance & Accounting,0.7521289
649,Finance & Accounting,Finance & Accounting,0.66385305
650,Healthcare,Finance & Accounting,0.57328755
651,Finance & Accounting,Finance & Accounting,0.77701694
652,Finance & Accounting,Finance & Accounting,0.74179935
653,Finance & Accounting,Finance & Accounting,0.79740477
654,Creative & Design,Finance & Accounting,0.7753132
655,Finance & Accounting,Finance & Accounting,0.7865704
656,Education,Creative & Design,0.052062616
657,Finance & Accounting,Finance & Accounting,0.7218929
658,Finance & Accounting,Finance & Accounting,0.6142466
659,Creative & Design,Finance & Accounting,0.730137
660,Finance & Accounting,Finance & Accounting,0.7583518
661,Finance & Accounting,Finance & Accounting,0.72172344
662,Finance & Accounting,Finance & Accounting,0.75684714
663,Finance & Accounting,Finance & Accounting,0.72380596
664,Creative & Design,Finance & Accounting,0.7177891
665,Finance & Accounting,Finance & Accounting,0.8204072
666,Finance & Accounting,Finance & Accounting,0.7297015
667,Creative & Design,Finance & Accounting,0.71575713
668,Finance & Accounting,Finance & Accounting,0.7182183
669,Finance & Accounting,Finance & Accounting,0.6417253
670,Finance & Accounting,Finance & Accounting,0.75088763
671,Finance & Accounting,Finance & Accounting,0.7731422
672,Finance & Accounting,Finance & Accounting,0.6259124
673,Finance & Accounting,Finance & Accounting,0.71034706
674,Finance & Accounting,Finance & Accounting,0.78045154
675,Finance & Accounting,Finance & Accounting,0.76152086
676,Finance & Accounting,Finance & Accounting,0.7774947
677,Healthcare,Finance & Accounting,0.58127046
678,Healthcare,Finance & Accounting,0.73406965
679,HR & Operations,Finance & Accounting,0.653432
680,Healthcare,Finance & Accounting,0.61922604
681,Healthcare,Finance & Accounting,0.62059474
682,Healthcare,Finance & Accounting,0.7302078
683,Healthcare,Finance & Accounting,0.6770487
684,Healthcare,Finance & Accounting,0.5736396
685,Healthcare,Finance & Accounting,0.49234414
686,Healthcare,Finance & Accounting,0.6352444
687,Healthcare,Finance & Accounting,0.5406655
688,Healthcare,Finance & Accounting,0.7672137
689,Healthcare,Finance & Accounting,0.67817765
690,Education,Finance & Accounting,0.51930237
691,Healthcare,Finance & Accounting,0.64013976
692,Healthcare,Finance & Accounting,0.57579076
693,Healthcare,Finance & Accounting,0.57551366
694,Healthcare,Finance & Accounting,0.6203217
695,Tech & IT,Tech & IT,0.6882733
696,Healthcare,Finance & Accounting,0.5831076
697,Healthcare,Finance & Accounting,0.73594916
698,Healthcare,Finance & Accounting,0.48845452
699,Healthcare,Finance & Accounting,0.5878306
700,Healthcare,Finance & Accounting,0.618863
701,Healthcare,Finance & Accounting,0.6227083
702,Healthcare,Finance & Accounting,0.6307772
703,Healthcare,Finance & Accounting,0.64718753
704,Healthcare,Finance & Accounting,0.6797811
705,Healthcare,Finance & Accounting,0.56552273
706,Healthcare,Finance & Accounting,0.7387105
707,Tech & IT,Tech & IT,0.76069057
708,Finance & Accounting,Finance & Accounting,0.7673278
709,Healthcare,Finance & Accounting,0.6984116
710,Healthcare,Finance & Accounting,0.64916325
711,Healthcare,Finance & Accounting,0.644652
712,Healthcare,Finance & Accounting,0.6175787
713,Healthcare,Finance & Accounting,0.6804874
714,Healthcare,Finance & Accounting,0.5873395
715,Finance & Accounting,Finance & Accounting,0.63711154
716,Healthcare,Finance & Accounting,0.6188758
717,Healthcare,Finance & Accounting,0.6666666
718,Healthcare,Finance & Accounting,0.5297818
719,Healthcare,Finance & Accounting,0.62554985
720,Healthcare,Finance & Accounting,0.6782925
721,Healthcare,Finance & Accounting,0.6844913
722,Healthcare,Finance & Accounting,0.7638231
723,HR & Operations,Finance & Accounting,0.6464807
724,Healthcare,Finance & Accounting,0.65670705
725,Creative & Design,Finance & Accounting,0.57726544
726,Healthcare,Finance & Accounting,0.6151795
727,Healthcare,Finance & Accounting,0.6911419
728,Healthcare,Finance & Accounting,0.79865515
729,Healthcare,Finance & Accounting,0.6122558
730,Healthcare,Finance & Accounting,0.68053204
731,Healthcare,Finance & Accounting,0.7029104
732,Other Services,Finance & Accounting,0.63636124
733,Finance & Accounting,Finance & Accounting,0.67889106
734,HR & Operations,Finance & Accounting,0.71534896
735,Healthcare,Finance & Accounting,0.74052644
736,Healthcare,Finance & Accounting,0.6697889
737,Healthcare,Finance & Accounting,0.53227925
738,Tech & IT,Finance & Accounting,0.7473259
739,Healthcare,Finance & Accounting,0.59477675
740,Healthcare,Finance & Accounting,0.570482
741,Healthcare,Finance & Accounting,0.6807389
742,Healthcare,Finance & Accounting,0.7187058
743,Finance & Accounting,Finance & Accounting,0.78565776
744,Healthcare,Finance & Accounting,0.61908334
745,Healthcare,Finance & Accounting,0.55120504
746,Manufacturing & Construction,Finance & Accounting,0.66204023
747,Healthcare,Finance & Accounting,0.7650798
748,HR & Operations,Finance & Accounting,0.7096384
749,Healthcare,Finance & Accounting,0.71165925
750,Healthcare,Finance & Accounting,0.6371065
751,Healthcare,Finance & Accounting,0.64491385
752,Healthcare,Finance & Accounting,0.6507212
753,Healthcare,Finance & Accounting,0.69335234
754,Healthcare,Finance & Accounting,0.6015901
755,Healthcare,Finance & Accounting,0.65715563
756,Manufacturing & Construction,Finance & Accounting,0.68294495
757,Healthcare,Finance & Accounting,0.6751369
758,HR & Operations,Finance & Accounting,0.6348069
759,Healthcare,Finance & Accounting,0.58439344
760,Other Services,Finance & Accounting,0.690635
761,Healthcare,Finance & Accounting,0.6579687
762,Healthcare,Finance & Accounting,0.59186566
763,Healthcare,Finance & Accounting,0.68823737
764,Creative & Design,Finance & Accounting,0.66674554
765,Healthcare,Finance & Accounting,0.72764575
766,Creative & Design,Finance & Accounting,0.7044163
767,Healthcare,Finance & Accounting,0.65969574
768,Healthcare,Finance & Accounting,0.6983757
769,Healthcare,Finance & Accounting,0.55444515
770,HR & Operations,Finance & Accounting,0.7261646
771,Hospitality & Food,Finance & Accounting,0.66266084
772,Healthcare,Finance & Accounting,0.60121876
773,HR & Operations,Finance & Accounting,0.72360766
774,Tech & IT,Tech & IT,0.784836
775,Other Services,Finance & Accounting,0.64571786
776,Healthcare,Finance & Accounting,0.5873343
777,Healthcare,Finance & Accounting,0.6537616
778,Healthcare,Finance & Accounting,0.74522823
779,Finance & Accounting,Finance & Accounting,0.6909504
780,Healthcare,Finance & Accounting,0.62444067
781,Healthcare,Finance & Accounting,0.68636954
782,Healthcare,Finance & Accounting,0.7675881
783,Healthcare,Finance & Accounting,0.5907783
784,Finance & Accounting,Finance & Accounting,0.773462
785,Healthcare,Finance & Accounting,0.61463344
786,Other Services,Finance & Accounting,0.735945
787,Healthcare,Finance & Accounting,0.55591595
788,Education,Finance & Accounting,0.5961757
789,Healthcare,Finance & Accounting,0.70244116
790,HR & Operations,Finance & Accounting,0.72788876
791,Healthcare,Finance & Accounting,0.57518905
792,Healthcare,Finance & Accounting,0.44442698
793,Healthcare,Finance & Accounting,0.5000619
794,Healthcare,Finance & Accounting,0.5065416
795,Healthcare,Finance & Accounting,0.5226526
796,Healthcare,Finance & Accounting,0.73074996
797,Healthcare,Finance & Accounting,0.572119
798,Healthcare,Finance & Accounting,0.49775007
799,Healthcare,Creative & Design,0.48373872
800,Healthcare,Finance & Accounting,0.6214958
801,Healthcare,Finance & Accounting,0.6733614
802,Healthcare,Finance & Accounting,0.5972039
803,Healthcare,Finance & Accounting,0.5281465
804,Healthcare,Finance & Accounting,0.5221783
805,Healthcare,Finance & Accounting,0.560412
806,Healthcare,Finance & Accounting,0.54336226
807,Creative & Design,Finance & Accounting,0.56395763
808,Healthcare,Finance & Accounting,0.40496275
809,Healthcare,Finance & Accounting,0.51447123
810,Healthcare,Finance & Accounting,0.46182597
811,Healthcare,Finance & Accounting,0.50299895
812,Healthcare,Finance & Accounting,0.55874586
813,Healthcare,Finance & Accounting,0.31579328
814,Healthcare,Finance & Accounting,0.4726673
815,Healthcare,Finance & Accounting,0.6522574
816,Healthcare,Finance & Accounting,0.4823528
817,HR & Operations,Finance & Accounting,0.6085211
818,Healthcare,Finance & Accounting,0.5559864
819,Healthcare,Finance & Accounting,0.589251
820,Healthcare,Finance & Accounting,0.44868046
821,Healthcare,Finance & Accounting,0.5875788
822,Healthcare,Finance & Accounting,0.41871214
823,Finance & Accounting,Finance & Accounting,0.69540304
824,Healthcare,Finance & Accounting,0.4705609
825,Healthcare,Finance & Accounting,0.46805963
826,Healthcare,Finance & Accounting,0.4899656
827,Healthcare,Finance & Accounting,0.63584626
828,Healthcare,Finance & Accounting,0.57731754
829,Healthcare,Finance & Accounting,0.59691584
830,HR & Operations,Finance & Accounting,0.7131299
831,Healthcare,Finance & Accounting,0.521292
832,Healthcare,Finance & Accounting,0.55042315
833,Other Services,Finance & Accounting,0.67573726
834,Finance & Accounting,Finance & Accounting,0.7218319
835,Healthcare,Finance & Accounting,0.54716796
836,Healthcare,Finance & Accounting,0.5213692
837,Healthcare,Finance & Accounting,0.4843561
838,Healthcare,Finance & Accounting,0.5386182
839,Finance & Accounting,Finance & Accounting,0.6655345
840,Healthcare,Finance & Accounting,0.42203748
841,Other Services,Finance & Accounting,0.66506064
842,Other Services,Finance & Accounting,0.7760051
843,Other Services,Finance & Accounting,0.73186314
844,Manufacturing & Construction,Tech & IT,0.6883306
845,HR & Operations,Finance & Accounting,0.73932266
846,Healthcare,Finance & Accounting,0.58988804
847,Healthcare,Finance & Accounting,0.39501786
848,HR & Operations,Finance & Accounting,0.7036838
849,Healthcare,Finance & Accounting,0.5534792
850,Finance & Accounting,Finance & Accounting,0.71955657
851,Other Services,Finance & Accounting,0.644096
852,Education,Finance & Accounting,0.49114105
853,Other Services,Finance & Accounting,0.68050903
854,HR & Operations,Finance & Accounting,0.6988241
855,Healthcare,Finance & Accounting,0.5505738
856,Healthcare,Finance & Accounting,0.58889014
857,Healthcare,Finance & Accounting,0.42019022
858,Healthcare,Finance & Accounting,0.61056423
859,Healthcare,Finance & Accounting,0.6489943
860,Finance & Accounting,Finance & Accounting,0.74491256
861,Finance & Accounting,Finance & Accounting,0.7228623
862,Healthcare,Finance & Accounting,0.42360723
863,Healthcare,Finance & Accounting,0.6319186
864,Healthcare,Finance & Accounting,0.5506942
865,Other Services,Finance & Accounting,0.6823686
866,Healthcare,Finance & Accounting,0.48200852
867,Other Services,Finance & Accounting,0.74422693
868,Other Services,Finance & Accounting,0.6718146
869,Other Services,Finance & Accounting,0.726382
870,Education,Finance & Accounting,0.61292505
871,Healthcare,Finance & Accounting,0.61219466
872,Finance & Accounting,Finance & Accounting,0.78774214
873,Healthcare,Finance & Accounting,0.5706632
874,Healthcare,Finance & Accounting,0.6156975
875,Healthcare,Finance & Accounting,0.54204065
876,Other Services,Finance & Accounting,0.6474795
877,Healthcare,Finance & Accounting,0.3608607
878,Manufacturing & Construction,Finance & Accounting,0.55306625
879,Healthcare,Finance & Accounting,0.6408802
880,Healthcare,Finance & Accounting,0.3940397
881,Finance & Accounting,Finance & Accounting,0.7554943
882,Healthcare,Finance & Accounting,0.4862823
883,Finance & Accounting,Finance & Accounting,0.766013
884,Healthcare,Finance & Accounting,0.59897375
885,Finance & Accounting,Finance & Accounting,0.69029397
886,Healthcare,Finance & Accounting,0.5904508
887,Other Services,Finance & Accounting,0.72622323
888,Other Services,Finance & Accounting,0.65122163
889,Other Services,Finance & Accounting,0.46079636
890,Creative & Design,Creative & Design,0.58554745
891,Finance & Accounting,Finance & Accounting,0.75141454
892,Healthcare,Finance & Accounting,0.57312304
893,Healthcare,Finance & Accounting,0.5984592
894,Other Services,Finance & Accounting,0.67357516
895,Healthcare,Finance & Accounting,0.6986018
896,Healthcare,Finance & Accounting,0.601769
897,Other Services,Finance & Accounting,0.6869892
898,Finance & Accounting,Finance & Accounting,0.70137537
899,Other Services,Finance & Accounting,0.65490294
900,Other Services,Finance & Accounting,0.70295405
901,Healthcare,Finance & Accounting,0.58780146
902,HR & Operations,Finance & Accounting,0.5574583
903,Education,Finance & Accounting,0.60704297
904,Other Services,Finance & Accounting,0.6271088
905,Other Services,Finance & Accounting,0.67567563
906,Manufacturing & Construction,Tech & IT,0.67509437
907,Other Services,Finance & Accounting,0.70083547
908,Healthcare,Finance & Accounting,0.68109775
909,Finance & Accounting,Finance & Accounting,0.78219527
910,Education,Finance & Accounting,0.6199739
911,Finance & Accounting,Finance & Accounting,0.6641548
912,Education,Finance & Accounting,0.7180104
913,Finance & Accounting,Finance & Accounting,0.7019651
914,Creative & Design,Finance & Accounting,0.69653326
915,Education,Finance & Accounting,0.5560998
916,Education,Finance & Accounting,0.5764054
917,Manufacturing & Construction,Finance & Accounting,0.51159376
918,Education,Finance & Accounting,0.6595029
919,Tech & IT,Finance & Accounting,0.48106477
920,Healthcare,Finance & Accounting,0.45300442
921,Tech & IT,Finance & Accounting,0.48558667
922,Finance & Accounting,Finance & Accounting,0.6963133
923,Hospitality & Food,Finance & Accounting,0.3529509
924,Manufacturing & Construction,Finance & Accounting,0.58781254
925,Healthcare,Finance & Accounting,0.7136013
926,Tech & IT,Tech & IT,0.81296384
927,HR & Operations,Finance & Accounting,0.57648146
928,Healthcare,Finance & Accounting,0.649185
929,Tech & IT,Finance & Accounting,0.7434257
930,Manufacturing & Construction,Finance & Accounting,0.6041683
931,Finance & Accounting,Finance & Accounting,0.717385
932,HR & Operations,Finance & Accounting,0.4395458
933,Education,Finance & Accounting,0.6828425
934,HR & Operations,Finance & Accounting,0.372876
935,Healthcare,Finance & Accounting,0.55737466
936,Other Services,Finance & Accounting,0.6550911
937,Creative & Design,Finance & Accounting,0.5174645
938,Healthcare,Finance & Accounting,0.686962
939,Finance & Accounting,Finance & Accounting,0.81905437
940,Finance & Accounting,Finance & Accounting,0.691697
941,Healthcare,Finance & Accounting,0.63981855
942,Manufacturing & Construction,Tech & IT,0.50900996
943,HR & Operations,Finance & Accounting,0.7301445
944,Other Services,Finance & Accounting,0.7121047
945,Creative & Design,Finance & Accounting,0.74118423
946,Finance & Accounting,Finance & Accounting,0.7577126
947,Healthcare,Finance & Accounting,0.39675403
948,Education,Finance & Accounting,0.58416766
949,Healthcare,Finance & Accounting,0.6925066
950,Tech & IT,Finance & Accounting,0.75015616
951,Finance & Accounting,Finance & Accounting,0.71070063
952,Healthcare,Finance & Accounting,0.5916942
953,Finance & Accounting,Finance & Accounting,0.7693318
954,Manufacturing & Construction,Finance & Accounting,0.5384587
955,Finance & Accounting,Finance & Accounting,0.76469654
956,Manufacturing & Construction,Finance & Accounting,0.66850954
957,Finance & Accounting,Finance & Accounting,0.70639986
958,Manufacturing & Construction,Tech & IT,0.4543929
959,Education,Finance & Accounting,0.4456206
960,Tech & IT,Finance & Accounting,0.6705896
961,Other Services,Finance & Accounting,0.626138
962,Healthcare,Finance & Accounting,0.5689106
963,Tech & IT,Finance & Accounting,0.78222024
964,Healthcare,Finance & Accounting,0.74529314
965,Creative & Design,Finance & Accounting,0.52587396
966,HR & Operations,Finance & Accounting,0.59546155
967,Manufacturing & Construction,Finance & Accounting,0.69552016
968,Healthcare,Finance & Accounting,0.7233302
969,Healthcare,Finance & Accounting,0.62486136
970,Other Services,Finance & Accounting,0.5684848
971,Finance & Accounting,Finance & Accounting,0.7261826
972,Finance & Accounting,Finance & Accounting,0.76425964
973,Finance & Accounting,Finance & Accounting,0.73518914
974,Finance & Accounting,Finance & Accounting,0.7772526
975,HR & Operations,Finance & Accounting,0.6466234
976,Finance & Accounting,Finance & Accounting,0.8127494
977,HR & Operations,Finance & Accounting,0.6794317
978,Finance & Accounting,Finance & Accounting,0.59336996
979,Manufacturing & Construction,Finance & Accounting,0.8034429
980,Tech & IT,Tech & IT,0.5688335
981,Finance & Accounting,Finance & Accounting,0.78783715
982,Tech & IT,Tech & IT,0.6990186
983,Finance & Accounting,Finance & Accounting,0.7641423
984,Finance & Accounting,Finance & Accounting,0.7811717
985,HR & Operations,Finance & Accounting,0.5897393
986,Tech & IT,Finance & Accounting,0.6920235
987,Tech & IT,Tech & IT,0.8250879
988,Finance & Accounting,Finance & Accounting,0.7820758
989,Finance & Accounting,Finance & Accounting,0.7530804
990,Finance & Accounting,Finance & Accounting,0.7481855
991,Finance & Accounting,Finance & Accounting,0.8361709
992,Finance & Accounting,Finance & Accounting,0.62892663
993,Healthcare,Finance & Accounting,0.67227566
994,Other Services,Finance & Accounting,0.7053365
995,Other Services,Finance & Accounting,0.6373507
996,Other Services,Finance & Accounting,0.7584036
997,Other Services,Finance & Accounting,0.7171073
998,Healthcare,Finance & Accounting,0.5332662
999,Other Services,Finance & Accounting,0.64366496
1000,Other Services,Finance & Accounting,0.7268878
1001,Tech & IT,Tech & IT,0.8001981
1002,Other Services,Finance & Accounting,0.6506034
1003,Other Services,Finance & Accounting,0.75112426
1004,Other Services,Finance & Accounting,0.6896988
1005,Other Services,Finance & Accounting,0.6896988
1006,Creative & Design,Finance & Accounting,0.6733626
1007,Creative & Design,Finance & Accounting,0.63013494
1008,Other Services,Finance & Accounting,0.7874253
1009,Manufacturing & Construction,Finance & Accounting,0.7079636
1010,Other Services,Finance & Accounting,0.6914864
1011,Finance & Accounting,Finance & Accounting,0.73316944
1012,Other Services,Finance & Accounting,0.632776
1013,Other Services,Finance & Accounting,0.6357994
1014,Other Services,Finance & Accounting,0.719787
1015,Other Services,Finance & Accounting,0.7304559
1016,Other Services,Finance & Accounting,0.6431698
1017,Finance & Accounting,Finance & Accounting,0.7876353
1018,Manufacturing & Construction,Finance & Accounting,0.72065735
1019,Other Services,Finance & Accounting,0.4981064
1020,Other Services,Finance & Accounting,0.73060846
1021,Creative & Design,Finance & Accounting,0.5992219
1022,HR & Operations,Finance & Accounting,0.6884945
1023,Other Services,Finance & Accounting,0.5328249
1024,Other Services,Finance & Accounting,0.7195512
1025,Creative & Design,Finance & Accounting,0.5649353
1026,Other Services,Finance & Accounting,0.6278814
1027,Finance & Accounting,Finance & Accounting,0.7539353
1028,Other Services,Finance & Accounting,0.65954965
1029,Healthcare,Finance & Accounting,0.63990414
1030,Creative & Design,Finance & Accounting,0.58985907
1031,Other Services,Finance & Accounting,0.6283156
1032,Other Services,Finance & Accounting,0.6228913
1033,Other Services,Finance & Accounting,0.6726785
1034,Other Services,Finance & Accounting,0.60228515
1035,Other Services,Finance & Accounting,0.602672
1036,Other Services,Finance & Accounting,0.7648178
1037,Finance & Accounting,Finance & Accounting,0.80330944
1038,Other Services,Finance & Accounting,0.65493864
1039,Other Services,Creative & Design,0.6508175
1040,Finance & Accounting,Finance & Accounting,0.7182499
1041,Other Services,Finance & Accounting,0.6491833
1042,Other Services,Finance & Accounting,0.8089849
1043,Other Services,Finance & Accounting,0.6717732
1044,Other Services,Finance & Accounting,0.6792932
1045,Finance & Accounting,Finance & Accounting,0.7279614
1046,Other Services,Finance & Accounting,0.73573387
1047,Other Services,Finance & Accounting,0.67134106
1048,Other Services,Finance & Accounting,0.70651186
1049,Other Services,Finance & Accounting,0.54237
1050,Finance & Accounting,Finance & Accounting,0.77913713
1051,Other Services,Finance & Accounting,0.5936438
1052,Other Services,Finance & Accounting,0.74466205
1053,Other Services,Finance & Accounting,0.62787074
1054,Other Services,Finance & Accounting,0.7022315
1055,Other Services,Finance & Accounting,0.6372788
1056,Other Services,Finance & Accounting,0.7147497
1057,Other Services,Finance & Accounting,0.66598046
1058,Other Services,Finance & Accounting,0.7737447
1059,Other Services,Finance & Accounting,0.63056475
1060,Other Services,Finance & Accounting,0.71054137
1061,Other Services,Finance & Accounting,0.6099223
1062,Other Services,Finance & Accounting,0.60673845
1063,Other Services,Finance & Accounting,0.66494656
1064,Other Services,Finance & Accounting,0.6408393
1065,Other Services,Finance & Accounting,0.6839887
1066,Other Services,Finance & Accounting,0.70517385
1067,Other Services,Finance & Accounting,0.7083911
1068,Other Services,Finance & Accounting,0.62215114
1069,Other Services,Finance & Accounting,0.6919701
1070,Other Services,Finance & Accounting,0.65597045
1071,Other Services,Finance & Accounting,0.6841148
1072,Other Services,Finance & Accounting,0.6294333
1073,Healthcare,Finance & Accounting,0.601529
1074,Other Services,Finance & Accounting,0.6378938
1075,Other Services,Finance & Accounting,0.69660234
1076,Other Services,Finance & Accounting,0.6861743
1077,Other Services,Finance & Accounting,0.710637
1078,Other Services,Finance & Accounting,0.6686996
1079,Other Services,Finance & Accounting,0.5953734
1080,Other Services,Finance & Accounting,0.6851114
1081,Other Services,Finance & Accounting,0.6965794
1082,Other Services,Finance & Accounting,0.63687426
1083,Creative & Design,Finance & Accounting,0.64415956
1084,Other Services,Finance & Accounting,0.7447132
1085,Other Services,Finance & Accounting,0.6436142
1086,Other Services,Finance & Accounting,0.68659216
1087,Creative & Design,Finance & Accounting,0.6018654
1088,Other Services,Finance & Accounting,0.6703419
1089,Other Services,Finance & Accounting,0.6710063
1090,Other Services,Finance & Accounting,0.7187364
1091,Tech & IT,Tech & IT,0.77413154
1092,Other Services,Finance & Accounting,0.5933667
1093,Other Services,Finance & Accounting,0.71593094
1094,Other Services,Finance & Accounting,0.6443178
1095,Other Services,Finance & Accounting,0.7414339
1096,Other Services,Finance & Accounting,0.65189695
1097,Other Services,Finance & Accounting,0.6984298
1098,Creative & Design,Finance & Accounting,0.6904175
1099,Other Services,Finance & Accounting,0.69894874
1100,Other Services,Finance & Accounting,0.57691693
1101,Finance & Accounting,Finance & Accounting,0.78805757
1102,Other Services,Finance & Accounting,0.60674834
1103,Other Services,Finance & Accounting,0.703701
1104,Manufacturing & Construction,Finance & Accounting,0.7987704
1105,Other Services,Finance & Accounting,0.62889403
1106,Finance & Accounting,Finance & Accounting,0.741683
1107,Other Services,Finance & Accounting,0.5983429
1108,Other Services,Finance & Accounting,0.65839374
1109,Other Services,Finance & Accounting,0.761775
1110,HR & Operations,Finance & Accounting,0.7013668
1111,Tech & IT,Tech & IT,0.7582134
1112,Creative & Design,Finance & Accounting,0.6522282
1113,Finance & Accounting,Finance & Accounting,0.78958267
1114,Tech & IT,Finance & Accounting,0.72179115
1115,Tech & IT,Tech & IT,0.7998386
1116,Healthcare,Finance & Accounting,0.5644131
1117,Tech & IT,Tech & IT,0.73733884
1118,Tech & IT,Tech & IT,0.83058536
1119,Tech & IT,Finance & Accounting,0.7505849
1120,Finance & Accounting,Finance & Accounting,0.73112273
1121,Other Services,Finance & Accounting,0.75456893
1122,Finance & Accounting,Finance & Accounting,0.703328
1123,Finance & Accounting,Finance & Accounting,0.7681923
1124,Tech & IT,Finance & Accounting,0.795212
1125,Tech & IT,Finance & Accounting,0.7847971
1126,Healthcare,Finance & Accounting,0.5889807
1127,Tech & IT,Tech & IT,0.74510777
1128,Finance & Accounting,Finance & Accounting,0.7525414
1129,Healthcare,Finance & Accounting,0.66066754
1130,Creative & Design,Finance & Accounting,0.7305057
1131,Finance & Accounting,Finance & Accounting,0.7532164
1132,Creative & Design,Finance & Accounting,0.6988139
1133,Healthcare,Finance & Accounting,0.70143783
1134,Finance & Accounting,Finance & Accounting,0.6940107
1135,Healthcare,Finance & Accounting,0.66252697
1136,Finance & Accounting,Finance & Accounting,0.72158873
1137,Tech & IT,Finance & Accounting,0.7508418
1138,Tech & IT,Tech & IT,0.7691266
1139,Tech & IT,Tech & IT,0.73082674
1140,Healthcare,Finance & Accounting,0.6553073
1141,Healthcare,Finance & Accounting,0.59835535
1142,Tech & IT,Finance & Accounting,0.72974443
1143,Finance & Accounting,Finance & Accounting,0.66233623
1144,Finance & Accounting,Finance & Accounting,0.70432556
1145,Finance & Accounting,Finance & Accounting,0.7458565
1146,Creative & Design,Finance & Accounting,0.6540129
1147,Tech & IT,Tech & IT,0.8009062
1148,Creative & Design,Finance & Accounting,0.7159321
1149,Creative & Design,Finance & Accounting,0.68112403
1150,Finance & Accounting,Finance & Accounting,0.72092915
1151,Finance & Accounting,Finance & Accounting,0.7191482
1152,Tech & IT,Finance & Accounting,0.72094876
1153,Tech & IT,Tech & IT,0.70637035
1154,Finance & Accounting,Finance & Accounting,0.7917711
1155,Finance & Accounting,Finance & Accounting,0.7445623
1156,Finance & Accounting,Finance & Accounting,0.7463428
1157,Tech & IT,Tech & IT,0.6990975
1158,Manufacturing & Construction,Finance & Accounting,0.650675
1159,Healthcare,Finance & Accounting,0.5597303
1160,Tech & IT,Tech & IT,0.63862157
1161,Tech & IT,Finance & Accounting,0.81082857
1162,Finance & Accounting,Finance & Accounting,0.7172216
1163,Tech & IT,Tech & IT,0.73175466
1164,Healthcare,Finance & Accounting,0.6426353
1165,Healthcare,Finance & Accounting,0.70313007
1166,Healthcare,Finance & Accounting,0.74148965
1167,Tech & IT,Finance & Accounting,0.6612329
1168,Healthcare,Finance & Accounting,0.5478642
1169,Finance & Accounting,Finance & Accounting,0.69832426
1170,HR & Operations,Finance & Accounting,0.73551726
1171,Finance & Accounting,Finance & Accounting,0.689038
1172,Finance & Accounting,Finance & Accounting,0.7599292
1173,Manufacturing & Construction,Finance & Accounting,0.7841755
1174,HR & Operations,Finance & Accounting,0.6646793
1175,Healthcare,Finance & Accounting,0.7564739
1176,Tech & IT,Tech & IT,0.78661364
1177,Healthcare,Finance & Accounting,0.71239936
1178,Healthcare,Finance & Accounting,0.68198824
1179,Tech & IT,Tech & IT,0.7042334
1180,Tech & IT,Tech & IT,0.78599524
1181,Creative & Design,Finance & Accounting,0.5815362
1182,Healthcare,Finance & Accounting,0.54389054
1183,Healthcare,Finance & Accounting,0.46168855
1184,Tech & IT,Tech & IT,0.80654883
1185,Finance & Accounting,Finance & Accounting,0.74568915
1186,Finance & Accounting,Finance & Accounting,0.648173
1187,Tech & IT,Tech & IT,0.76863706
1188,Finance & Accounting,Finance & Accounting,0.71628785
1189,Finance & Accounting,Finance & Accounting,0.5975003
1190,Tech & IT,Finance & Accounting,0.69443125
1191,Finance & Accounting,Finance & Accounting,0.7490561
1192,Healthcare,Finance & Accounting,0.5625
